dyad,country1_code,country2_code,year,geo_score,number_of_events,geo_score_dyn,cum_events,weight,geo_score_ma
CAN-CHN,CAN,CHN,1950,-1.0,1,-1.0,1.0,1.0,-1.0
CAN-CHN,CAN,CHN,1951,-0.7125,4,-0.7553191489361702,4.7,0.851063829787234,-0.77
CAN-CHN,CAN,CHN,1952,-0.7,3,-0.7289348171701113,6.29,0.4769475357710652,-0.7437499999999999
CAN-CHN,CAN,CHN,1953,0.7,2,-0.2826019053568639,6.403,0.3123535842573793,-0.3944444444444444
CAN-CHN,CAN,CHN,1954,0.475,2,-0.0488499097514694,6.482099999999999,0.3085419848505886,0.0357142857142857
CAN-CHN,CAN,CHN,1955,-0.325,2,-0.1333321606064731,6.537469999999999,0.3059287461357375,0.2833333333333332
CAN-CHN,CAN,CHN,1956,0.25,1,-0.0645881831610573,5.576228999999999,0.1793326637051671,0.1099999999999999
CAN-CHN,CAN,CHN,1957,-0.125,2,-0.085055108359217,5.903360299999999,0.3387900955325393,-0.13
CAN-CHN,CAN,CHN,1958,0.48,2,0.0992314717357045,6.13235221,0.3261391276154375,0.192
CAN-CHN,CAN,CHN,1959,,0,0.0694620302149931,4.2926465469999995,0.0,0.1775
CAN-CHN,CAN,CHN,1960,0.5,1,0.1769661045530415,4.0048525829,0.2496970810535748,0.4866666666666666
CAN-CHN,CAN,CHN,1961,0.75,1,0.3276298202708254,3.80339680803,0.2629228688126175,0.625
CAN-CHN,CAN,CHN,1962,0.7,1,0.4293042524456382,3.662377765621,0.2730466554780533,0.65
CAN-CHN,CAN,CHN,1963,0.65,1,0.4912336937614214,3.5636644359346996,0.2806100344118719,0.7000000000000001
CAN-CHN,CAN,CHN,1964,0.425,2,0.4617609006382488,4.494565105154289,0.4449818732643197,0.55
CAN-CHN,CAN,CHN,1965,0.175,2,0.3503151164520094,5.1461955736080025,0.3886366095872641,0.37
CAN-CHN,CAN,CHN,1966,0.3166666666666666,3,0.3350257801364538,6.602336901525602,0.4543845678803198,0.3071428571428571
CAN-CHN,CAN,CHN,1967,-0.05,2,0.218732528752873,6.621635831067921,0.3020401681735863,0.1714285714285714
CAN-CHN,CAN,CHN,1968,0.5,1,0.2686456130065798,5.635145081747544,0.177457720341405,0.225
CAN-CHN,CAN,CHN,1969,0.5,1,0.3154349011455701,4.944601557223281,0.2022407646859144,0.225
CAN-CHN,CAN,CHN,1970,0.85,1,0.435259740144456,4.461221090056297,0.224153876217639,0.6166666666666667
CAN-CHN,CAN,CHN,1971,0.5599999999999999,5,0.5120432500645993,8.122854763039408,0.6155471377810405,0.5928571428571429
CAN-CHN,CAN,CHN,1972,0.4875,4,0.5019076918214707,9.685998334127586,0.4129672401353224,0.5599999999999999
CAN-CHN,CAN,CHN,1973,0.7,5,0.5859861997362339,11.78019883388931,0.4244410532032774,0.5892857142857143
CAN-CHN,CAN,CHN,1974,0.45,2,0.5594423089500795,10.246139183722516,0.1951954745234469,0.5772727272727273
CAN-CHN,CAN,CHN,1975,0.35,1,0.5338139821815306,8.17229742860576,0.1223646115105487,0.59375
CAN-CHN,CAN,CHN,1976,0.2,4,0.3964505681594717,9.720608200024031,0.4114968855539421,0.2928571428571428
CAN-CHN,CAN,CHN,1977,0.35,2,0.3858989275343824,8.804425740016821,0.2271584835919325,0.2642857142857143
CAN-CHN,CAN,CHN,1978,0.4666666666666667,3,0.4123423003893448,9.163098018011777,0.3274001864983809,0.3222222222222222
CAN-CHN,CAN,CHN,1979,0.6333333333333333,3,0.482765205067731,9.414168612608243,0.3186686072291236,0.4999999999999999
CAN-CHN,CAN,CHN,1980,0.3625,4,0.4373389025258722,10.589918028825773,0.3777177490054214,0.475
CAN-CHN,CAN,CHN,1981,0.5666666666666667,3,0.4745986192624799,10.41294262017804,0.2881029992604248,0.505
CAN-CHN,CAN,CHN,1982,,0,0.3322190334837359,7.289059834124627,0.0,0.45
CAN-CHN,CAN,CHN,1983,0.6,2,0.4076254194037848,7.102341883887239,0.2815972580167267,0.58
CAN-CHN,CAN,CHN,1984,0.6,2,0.4628131799293841,6.971639318721067,0.2868765735813905,0.6
CAN-CHN,CAN,CHN,1985,0.525,2,0.4808903562869496,6.880147523104746,0.2906914413221007,0.5750000000000001
CAN-CHN,CAN,CHN,1986,0.575,4,0.5235893315016078,8.816103266173322,0.4537151935762456,0.56875
CAN-CHN,CAN,CHN,1987,0.475,2,0.5116966103196332,8.171272286321326,0.2447599259845974,0.5375
CAN-CHN,CAN,CHN,1988,0.5333333333333333,3,0.5191405304346329,8.719890600424929,0.3440410135253081,0.5388888888888889
CAN-CHN,CAN,CHN,1989,-0.05,4,0.2938258653249173,10.10392342029745,0.3958858191625371,0.261111111111111
CAN-CHN,CAN,CHN,1990,0.0074999999999999,4,0.1903914127939048,11.072746394208217,0.3612473236172253,0.13
CAN-CHN,CAN,CHN,1991,0.1,4,0.15962228365398,11.75092247594575,0.3403988076840808,0.0191666666666666
CAN-CHN,CAN,CHN,1992,0.1166666666666666,3,0.1481426009679987,11.225645733162024,0.2672452054261438,0.0709090909090909
CAN-CHN,CAN,CHN,1993,0.475,2,0.2144560499671189,9.857952013213415,0.2028818964952595,0.1888888888888888
CAN-CHN,CAN,CHN,1994,0.52,5,0.3428297506488803,11.900566409249391,0.420148069264492,0.39
CAN-CHN,CAN,CHN,1995,0.25,4,0.3127156336370853,12.330396486474571,0.3244015717083931,0.4136363636363636
CAN-CHN,CAN,CHN,1996,0.4333333333333333,3,0.3438259822490733,11.6312775405322,0.2579252356025142,0.4083333333333334
CAN-CHN,CAN,CHN,1997,0.4416666666666667,6,0.3853369775195823,14.14189427837254,0.4242713091962447,0.3807692307692308
CAN-CHN,CAN,CHN,1998,0.575,4,0.4399189112192581,13.899325994860778,0.2877837386848099,0.4807692307692308
CAN-CHN,CAN,CHN,1999,0.35,5,0.4093955604301882,14.729528196402544,0.3394541857234213,0.4466666666666666
CAN-CHN,CAN,CHN,2000,0.2375,4,0.3613487356250658,14.31066973748178,0.2795117261020567,0.3846153846153846
CAN-CHN,CAN,CHN,2001,0.4166666666666667,6,0.3820703359014555,16.017468816237248,0.3745910211429706,0.3466666666666667
CAN-CHN,CAN,CHN,2002,0.2433333333333333,6,0.3337080897633562,17.21222817136607,0.3485893830980862,0.306875
CAN-CHN,CAN,CHN,2003,0.52,5,0.3883437637723985,17.04855971995625,0.2932799064631385,0.3858823529411765
CAN-CHN,CAN,CHN,2004,0.2433333333333333,3,0.359213488556795,14.933991803969374,0.2008839993606141,0.3421428571428572
CAN-CHN,CAN,CHN,2005,0.3833333333333333,3,0.364591862338666,13.45379426277856,0.2229854226550675,0.4072727272727273
CAN-CHN,CAN,CHN,2006,-0.5166666666666667,3,0.1516873020549713,12.417655983944991,0.2415914890764209,0.0366666666666666
CAN-CHN,CAN,CHN,2007,-0.15,5,0.0415210049633086,13.692359188761491,0.3651671659405439,-0.1045454545454545
CAN-CHN,CAN,CHN,2008,0.19,5,0.0924234882100323,14.584651432133043,0.3428261568859953,-0.1038461538461538
CAN-CHN,CAN,CHN,2009,0.39,5,0.1902509268898692,15.209256002493133,0.3287471786378236,0.1433333333333333
CAN-CHN,CAN,CHN,2010,0.62,5,0.3275818457403532,15.64647920174519,0.3195607098268028,0.4
CAN-CHN,CAN,CHN,2011,0.525,2,0.358065167736348,12.952535441221633,0.1544099229896697,0.5083333333333334
CAN-CHN,CAN,CHN,2012,0.4583333333333333,6,0.397994681598089,15.066774808855142,0.3982272301882179,0.5307692307692308
CAN-CHN,CAN,CHN,2013,0.0875,4,0.3126162033706703,14.5467423661986,0.2749756542945699,0.3458333333333332
CAN-CHN,CAN,CHN,2014,0.11,5,0.2458902781224639,15.18271965633902,0.3293217627128103,0.2433333333333333
CAN-CHN,CAN,CHN,2015,0.4333333333333333,3,0.2871533495059256,13.627903759437311,0.2201365707416668,0.1833333333333333
CAN-CHN,CAN,CHN,2016,0.7,5,0.4291271876458896,14.539532631606118,0.3438900084814949,0.4115384615384615
CAN-CHN,CAN,CHN,2017,0.5125,4,0.4526494718126946,14.177672842124284,0.2821337496316968,0.5708333333333333
CAN-CHN,CAN,CHN,2018,-0.125,4,0.2867103504695978,13.924370989486995,0.2872661180185467,0.3884615384615384
CAN-CHN,CAN,CHN,2019,-0.3428571428571428,7,0.0235613240632653,16.747059692640896,0.4179838209495358,-0.0566666666666666
CAN-CHN,CAN,CHN,2020,-0.53,5,-0.1419482289762616,16.722941784848626,0.2989904566031627,-0.346875
CAN-CHN,CAN,CHN,2021,-0.3666666666666666,6,-0.2180979022124773,17.706059249394038,0.3388670463307831,-0.4027777777777778
CAN-CHN,CAN,CHN,2022,-0.54,5,-0.3106291282098939,17.394241474575825,0.2874514538221293,-0.471875
CAN-CHN,CAN,CHN,2023,-0.37,5,-0.3279122496683666,17.175969032203078,0.2911043907115542,-0.421875
CAN-CHN,CAN,CHN,2024,-0.275,6,-0.3102975153341273,18.02317832254215,0.3329046571378374,-0.3875
CAN-DEU,CAN,DEU,1950,0.45,3,0.45,3.0,1.0,0.45
CAN-DEU,CAN,DEU,1951,0.7625,4,0.6549180327868852,6.1,0.6557377049180328,0.6285714285714287
CAN-DEU,CAN,DEU,1952,0.775,2,0.6932216905901116,6.27,0.3189792663476874,0.6611111111111111
CAN-DEU,CAN,DEU,1953,0.6375,4,0.6666527595660985,8.389,0.4768148766241507,0.715
CAN-DEU,CAN,DEU,1954,0.9,1,0.700607511313534,6.872299999999999,0.1455116918644413,0.7142857142857143
CAN-DEU,CAN,DEU,1955,0.65,3,0.6811695245313746,7.810609999999999,0.3840929197591482,0.675
CAN-DEU,CAN,DEU,1956,0.65,5,0.6662807058506355,10.467427,0.4776723066709709,0.6777777777777777
CAN-DEU,CAN,DEU,1957,0.225,2,0.5716583630483103,9.3271989,0.2144266484978679,0.5650000000000001
CAN-DEU,CAN,DEU,1958,0.2833333333333333,3,0.4808858236277825,9.52903923,0.3148271223981518,0.4549999999999999
CAN-DEU,CAN,DEU,1959,0.35,3,0.4402814622484065,9.670327461,0.3102273436032923,0.2937499999999999
CAN-DEU,CAN,DEU,1960,0.525,2,0.4596032374238783,8.769229222699998,0.2280702156607796,0.36875
CAN-DEU,CAN,DEU,1961,0.65,2,0.5063926181938806,8.138460455889998,0.2457467245604851,0.4857142857142856
CAN-DEU,CAN,DEU,1962,0.3333333333333333,3,0.4466958846218143,8.696922319122997,0.3449496143484609,0.4785714285714286
CAN-DEU,CAN,DEU,1963,0.6666666666666667,3,0.519310712544989,9.087845623386098,0.330111241357356,0.5375
CAN-DEU,CAN,DEU,1964,0.5333333333333333,3,0.5238044260097836,9.361491936370268,0.3204617405420946,0.5111111111111111
CAN-DEU,CAN,DEU,1965,0.7,3,0.5791361822858427,9.553044355459187,0.3140360170405383,0.6333333333333333
CAN-DEU,CAN,DEU,1966,0.5,2,0.5609170068547138,8.687131048821431,0.2302256048354809,0.5874999999999999
CAN-DEU,CAN,DEU,1967,0.65,3,0.5903464994981336,9.080991734175,0.3303603932057259,0.63125
CAN-DEU,CAN,DEU,1968,0.4125,4,0.5216579794647604,10.3566942139225,0.386223626707333,0.5111111111111111
CAN-DEU,CAN,DEU,1969,0.1833333333333333,3,0.4226330977883166,10.24968594974575,0.2926918946306269,0.415
CAN-DEU,CAN,DEU,1970,0.1666666666666666,3,0.3471622491875909,10.174780164822025,0.2948466651271846,0.2699999999999999
CAN-DEU,CAN,DEU,1971,0.8,1,0.4029143366239041,8.122346115375418,0.1231171370679491,0.2642857142857143
CAN-DEU,CAN,DEU,1972,0.5166666666666667,3,0.4422041184382108,8.685642280762792,0.3453976002033246,0.4071428571428572
CAN-DEU,CAN,DEU,1973,0.625,2,0.4874509060271341,8.079949596533954,0.2475262965573371,0.6000000000000001
CAN-DEU,CAN,DEU,1974,0.7166666666666667,3,0.566892921372056,8.655964717573767,0.3465818193446713,0.61875
CAN-DEU,CAN,DEU,1975,0.5,4,0.5402931577287083,10.059175302301636,0.3976469123750892,0.6000000000000001
CAN-DEU,CAN,DEU,1976,0.4875,4,0.5211676667090805,11.041422711611144,0.3622721549998811,0.5545454545454546
CAN-DEU,CAN,DEU,1977,0.375,2,0.4911198245186632,9.7289958981278,0.205571060049976,0.47
CAN-DEU,CAN,DEU,1978,0.6466666666666666,3,0.5386862254464553,9.81029712868946,0.3058011353424485,0.5155555555555557
CAN-DEU,CAN,DEU,1979,0.775,2,0.5919868302857341,8.86720799008262,0.2255501395971388,0.6057142857142858
CAN-DEU,CAN,DEU,1980,0.7,1,0.6069739936551887,7.207045593057834,0.1387531113946673,0.6983333333333334
CAN-DEU,CAN,DEU,1981,0.6125,4,0.6094177959509521,9.044931915140484,0.4422366069228585,0.6714285714285715
CAN-DEU,CAN,DEU,1982,0.4833333333333333,3,0.568882477969721,9.33145234059834,0.3214933635729888,0.575
CAN-DEU,CAN,DEU,1983,0.55,4,0.5617110202639513,10.532016638418838,0.3797943107503974,0.5545454545454546
